x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y
1.0,-0.6027067368209722,-0.9401452603727248,-2.0217809661090316,0.4708187558207501,-0.6500521854399357,0.58504085237301,0.14214503778738044,-0.8527875791516504,-0.4825156612427383,0.28781874700746285,0.11243539690111462,-0.006055219314363583,0.49793356675629924,-0.6928131135882687,0.006755807170972008,1.0
1.0,0.5413901186785016,0.24113814692685948,0.11574875074694595,-0.8760050729081172,-1.3681919202341506,-0.9182054209188166,1.1175954318117414,0.7831763660633962,-2.104666131849907,1.098618093833345,1.1732760158060918,-0.798927489467616,1.1667089848904513,0.0104595851260352,1.327348401294463,0.0
1.0,0.7752512427022021,-1.0144919200531397,-1.1936969918933935,0.19699254235423658,0.1674980589896901,0.7228913578952069,-1.8236340700490132,-0.3377916966132554,0.5755080630521742,0.24434807692297744,-0.282338034798664,0.7823368711549157,-0.49112531729771713,-0.6066774897913033,0.31565279251274203,0.0
1.0,0.12535431131595523,-0.128518129906088,0.013353464334163862,0.5144607998961499,-0.4779204156921377,0.24783273536960607,0.7018587866607854,-0.22136684011852067,0.14983164722900644,0.7627367893018185,0.2744133671105059,-0.13879737291321137,-0.008586823304664329,0.7250566338362194,0.30991118966085973,1.0
1.0,-0.2982296305670261,-1.1645727133634947,-1.1556844214543405,1.918453937341902,0.23449998870078703,1.1454491980655535,0.7338497188020687,-0.24648581647405132,0.13105908076925651,1.2551953503775612,0.3759630310483544,1.3704187570906536,1.742848130437192,1.5239074817315337,1.5600142291302224,1.0
1.0,-1.3188843747547816,1.0545248330817838,-0.9259206395811892,-0.9431520712732997,-1.3521639010072424,0.3259296096865507,-0.1507753411087836,0.8566397219081325,0.2020680256100985,-0.27696189737439275,-0.0695536258359128,-0.3260182568489074,-1.2314050420569727,-0.4376559332971082,-0.5832633026125554,0.0
1.0,1.5296064589710054,0.49861222894995927,1.60799030476396,-1.4439218200336437,1.1856374911332244,0.0636593148827443,-2.489403187515757,-1.2834629935309554,-0.5342529984660083,1.9091803662252647,1.058340653902245,-0.5348836235382612,-0.1796427503226737,-0.8093196605372477,0.2327981681334493,1.0
1.0,-1.5221377544361419,1.4169116436718667,0.705917646941315,-0.3443713253141362,-0.20137752168441322,2.6921181123046227,1.117881741427704,1.2565447355075676,-0.16754524923576994,-0.33089228109097835,-1.0776760371616982,0.48050613885377,0.2853748045648613,1.720887822828043,-1.1177367440755541,1.0
1.0,-2.7805420845904973,-0.1458670503449475,0.6056406719948538,0.4260708222428165,-0.5752807824753083,0.34621476553400166,-1.1013645233374862,-2.1531843690863437,-2.7801912577041676,0.03798920926571241,-1.1631355879706073,1.7684658903256758,-1.10979159513616,-1.5241701550088096,-0.13097877720847959,1.0
1.0,-0.7291346987169319,-0.33251098157203596,0.985799088455309,0.08829166142004206,-1.8039849099243457,1.7109273332486576,-0.525648471531874,1.191974383823162,0.9931518187912102,0.493426932244425,0.7783228055388647,3.5185986418774413,0.7595684496702461,0.08051607525540934,-0.6008760405830497,0.0
